sentiment,content
sadness,its ok i was kinda feeling ignored anyway and its sunday arvo  pm going out for lunch wine
neutral,with
neutral,stackeoverflow
neutral,you ve got to read it downwards for it to make sense
relief,uuuups today is mother day sh iÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¿ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â½ve forgot it my work doesnÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¿ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â½t have a end sigh thank you for remind it
worry,good morning i certainly did
relief,welcome back see you tomorrow come pick up your gift
happiness,did he ask for your twitter id your sun sign
love,thank god we finally found her
happiness,oh northern downpour was just on the radio i mean not from the cd or anything but the normal radio station woohoo
relief,lol yeah i guess you have a point
love,now have windows   up and running very very happy it s got sum wicked new features
surprise,a happy mother s day to all moms and soon to be mom s out there
worry,where d that come from no pup for now but certainly in the near future maybe a beagle it depends i do muss my fatboy
sadness,thanks so much for the discount code looking forward to trying your pads out
enthusiasm,thanks for following
worry,we should have a twitter reunion it would be awesome to meet you all lol iwonder howd iget that to pull off
love,happy mothers day mumm xoxo
neutral,chillin with kealie
neutral,lol you should buy your mummy flowers
surprise,everyone has one special thing this guy sets the record for the longest pronunciation of the word fresh
fun,make a prank call for me
surprise,not yet i m going to tonight though
enthusiasm,sape ada paypal usd  untuk dijual offer me your best rate
worry,when are you and coming over so we can violently agree
surprise,yay buti nagustuhan nyo isang bar lang enclosed ko sa mail to test if matutunaw or hindi next time uli
happiness,won a diamond for my compÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¿ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â½tition yaayy tomorow its the diamond dance off were the best still in montrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¿ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â½al
happiness,happy mother s day to all the wonderful mothers in the world myself included
fun,keep the suggestions coming i love the classics
neutral,hi found you through i am indeed a pigment of your imagination
surprise,my hundreth update happy mothers day i love you mum even with all the fuss and fighting you re still the one and only
neutral,so why are you
love,happy mother s day justin timberlake s version a mother s day gift too funny
fun,that s really ultra sweet
neutral,i m totally going to bed right now
neutral,evryone come here were spamming so much and blogtv is glitching and it might work
relief,don t remember installing phpmyadmin on this dev machine but happy to type host phpmyadmin find it there didn t use xampp senility
happiness,nai nai baby haha i didn t know that you have twitter but oh well
neutral,could be
love,wishes happy mother s day
fun,years ago when my neighbor told me she went to school with sharkboy i didnt care too bad bcuz now taylor lautner is a little hottie
surprise,is live on danny noriega s stickam he said hey to me i luv him
sadness,i just single handedly killed   flies and a crane fly with my hairbrush i m gonna go disinfect it now but bugs beware
happiness,is going to attempt to cook chunky beef mushroom pie tonight mmm i m hungry already
worry,nku i can get that app after all
fun,a band from hawaii with a sublime sound so all you sublime haters can just move along  yy n
happiness,omj just qot home from that party it s   oo a m i m man tired goodniqht and happy mother s day   all take care god bless
worry,had a good time at prom they played jonas brothers for me pretty much made my night
surprise,is   sober at brittney s with becky and brit  
neutral,hochie  cheers is it sad that i replied only just   minutes later
fun,jeff i are looking for long lasting love just not with each other we both like men
happiness,yes sir i just acquired a master of arts in christian ministry a loooooong journey completed today so thankful
fun,perhaps the answers to all my questions lie in the deep waves of the ocean beach trip anyone
love,we should have a twitter reunion it would be awesome to meet you all lol iwonder howd iget that to pull off
happiness,it did i didnt really watch it haha
neutral,here s a quote for ya jesus built a bridge with   boards and   nails
happiness,made   tonight watching   little kids swim and watch a movie haha i love babysitting haha
neutral,that means you need to start
worry,currently brushing up on the art and science of selecting good domain names after having   domains the year before with poor results
happiness,lmao yep
neutral,kinda meant mother im giving props to for taking us
happiness,i m so proud of dr house for detoxing his amber hallucination is evil
enthusiasm,awe thank you jon
love,popandice wish you both a very happy and fabulous mother s day
happiness,goodnight to all
neutral,thank you i take that as a compliment if i may
neutral,hmm might try this out for tomorrow
surprise,there is a cool scene at the end that ties in with another comic book movie
love,i feel really blessed to have super awesome best friends
happiness,thank you and happy mothers day to your mother also snl tonight
enthusiasm,happy mother s day to all the mom s out there in twitter land
happiness,is finally having dinner at nishiki sushi
happiness,we should have a twitter reunion it would be awesome to meet you all lol iwonder howd iget that to pull off
